Discounted_Price,Actual_Price,Discount_Percentage,Rating,Rating_Count,Label
390.76412213000003,1056.119249,0.63,2.757843572,318,No
430.48955027,1163.485271,0.63,3.129816112,6515,Yes
497.15997445999994,1462.235219,0.66,3.508536359,2511,Yes
388.21317605,776.4263521,0.5,2.517053122,163,Yes
173.034692799,752.3247513,0.77,5.0,373,Yes
136.939562725,547.7582509,0.75,4.770324109,117,Yes
152.53651,190.6706375,0.2,4.027839322,187,No
290.69721222299995,880.9006431,0.67,3.876183323,7949,Yes
293.67049665,1012.656885,0.71,3.390162609,365,Yes
425.427996882,868.2204018,0.51,3.10159395,394,No
117.81193577999997,589.0596789,0.8,3.696314904,321,Yes
290.69314534399996,908.4160792,0.68,3.169292524,9106,Yes
157.15103975,628.604159,0.75,3.268357217,2160,No
320.2580684,320.2580684,0.0,4.705417085,121,Yes
393.48637992,1093.017722,0.64,2.455800538,7822,No
856.9898234,856.9898234,0.0,3.935439911,8928,Yes
220.74814119999996,1103.740706,0.8,2.330849116,77,No
489.30327845,1398.009367,0.65,4.517060376,459,Yes
359.8040881900001,1160.658349,0.69,2.780919803,378,No
203.593114802,264.4066426,0.23,3.955434519,2349,Yes
508.3829154300001,1303.545937,0.61,5.0,413,Yes
223.71375966899998,324.2228401,0.31,3.575671234,390,Yes
375.71143351999996,1105.033628,0.66,3.986193278,261,Yes
187.11433193999997,935.5716597,0.8,4.761381085,261,No
481.230718077,697.4358233,0.31,2.716962309,382,No
507.00954408000007,1300.024472,0.61,3.474617789,1059,Yes
540.6971604,540.6971604,0.0,4.125145879,62,Yes
285.309952548,750.8156646,0.62,3.649648069,303,Yes
175.02328443999997,875.1164222,0.8,3.147061905,62,Yes
420.68540865,841.3708173,0.5,2.960561473,475,Yes
190.07300325299997,905.1095393,0.79,4.571115411,86,Yes
414.07513312,1293.984791,0.68,3.479210522,8909,No
250.03453839999997,1250.172692,0.8,2.755709457,421,Yes
213.55061107199998,889.7942128,0.76,2.583895565,158,Yes
516.4206757379999,782.4555693,0.34,3.015494116,68,No
498.14898042000004,1277.305078,0.61,3.131727816,1873,No
376.682930312,724.3902506,0.48,4.369336339,6680,Yes
96.11271355999997,480.5635678,0.8,3.497933051,88,No
188.33460392,235.4182549,0.2,2.409892922,5785,No
294.139370419,625.8284477,0.53,3.994730847,2232,No
372.7930341299999,1129.675861,0.67,4.062647619,98,Yes
275.64581215799996,586.4804514,0.53,3.306891861,251,Yes
224.88960156299999,681.4836411,0.67,4.156608815,503,Yes
328.7953569,714.772515,0.54,4.940193,459,Yes
273.09908697599997,853.4346468,0.68,3.582450713,395,No
250.72450000700005,808.7887097,0.69,3.881729773,146,No
235.91227711500002,873.7491745,0.73,3.529603243,396,Yes
570.7233989,570.7233989,0.0,3.918885349,4362,Yes
118.48500511999998,592.4250256,0.8,3.53064838,261,No
306.724260204,538.1127372,0.43,4.39570597,281,No
132.65957683199997,414.5611776,0.68,3.374687162,9853,No
306.9651526,306.9651526,0.0,2.762223393,365,No
350.79586800000004,1169.31956,0.7,3.082847228,70,No
253.55098872,704.308302,0.64,3.516644766,96,No
331.64698536000003,414.5587317,0.2,3.691906576,335,Yes
849.9933612,849.9933612,0.0,4.509776273,448,Yes
318.86221087999996,937.830032,0.66,4.207889733,340,Yes
149.07155810799998,677.5979914,0.78,4.262386348,224,Yes
161.52588838399998,504.7684012,0.68,4.51957254,245,Yes
83.408262936,245.3184204,0.66,4.748921728,85,Yes
237.77648025999997,1080.802183,0.78,2.991962393,313,Yes
413.768493648,574.6784634,0.28,3.823614379,166,No
270.5989247999999,1352.994624,0.8,4.718529229,321,Yes
176.70407303999997,883.5203652,0.8,3.053916672,490,No
279.771449736,736.2406572,0.62,3.179395353,363,Yes
848.7404156,848.7404156,0.0,3.642716786,360,Yes
1288.421961,1288.421961,0.0,5.0,2439,Yes
174.06641017999996,870.3320509,0.8,3.48544166,376,Yes
238.83891279999992,1194.194564,0.8,4.800817393,465,Yes
258.96131990400005,462.4309284,0.44,3.410937439,9931,No
216.08531730799996,939.5013796,0.77,4.051173354,66,Yes
309.82312422,516.3718737,0.4,4.260589494,266,No
223.931865102,367.1014182,0.39,4.086105034,8995,No
320.32132104000004,1033.294584,0.69,4.11495523,343,Yes
772.7287912,772.7287912,0.0,3.360088768,353,No
165.544125021,312.3474057,0.47,3.724904376,308,No
73.59848037999998,367.9924019,0.8,3.987192823,428,No
502.33975218000006,866.103021,0.42,3.200778629,62,No
379.52416536,632.5402756,0.4,3.317084412,400,Yes
215.23051976000002,269.0381497,0.2,2.877832624,5334,No
197.93228739,347.249627,0.43,3.701866196,411,Yes
188.19607459999995,940.980373,0.8,2.305041306,233,Yes
247.63948059999993,1238.197403,0.8,5.0,242,Yes
349.02872277999995,1026.555067,0.66,2.595884891,59,No
190.335236598,488.0390682,0.61,2.805565488,205,Yes
460.17159513,589.9635835,0.22,3.374438865,404,No
336.76790036000006,841.9197509,0.6,3.115942401,368,Yes
327.01786608000003,408.7723326,0.2,3.502115261,399,No
596.6123763600001,1420.505658,0.58,4.887487651,442,Yes
155.17508339999995,775.875417,0.8,3.728753983,255,No
333.32194344,694.4207155,0.52,5.0,273,Yes
337.4503695000001,1124.834565,0.7,2.789229347,3935,No
373.87661576000005,467.3457697,0.2,4.479540879,140,Yes
221.62768359999995,1108.138418,0.8,3.06721326,378,No
116.328592476,323.1349791,0.64,2.40815148,442,Yes
299.64341575,1198.573663,0.75,2.462074247,2262,Yes
278.41598883,662.8952115,0.58,4.342688701,172,Yes
547.20277344,1140.005778,0.52,4.304402177,8383,Yes
157.94597619999996,789.729881,0.8,3.87418904,212,Yes
624.4168390000001,1522.9679,0.59,4.393069793,397,Yes
374.99621019999995,1102.93003,0.66,4.022802174,1941,Yes
264.86798211900003,679.1486721,0.61,3.890061208,9452,No
432.300145968,900.6253041,0.52,2.379451348,240,Yes
59.298204225,152.0466775,0.61,3.419609958,145,No
197.75468973300002,373.1220561,0.47,4.271956705,175,No
121.29988515999999,606.4994258,0.8,4.722037072,358,Yes
262.825651342,691.6464509,0.62,3.347816264,80,Yes
191.07270663999995,955.3635332,0.8,3.376372455,91,No
186.99612005999995,934.9806003,0.8,3.270796225,243,Yes
287.95083856800005,928.8736728,0.69,3.050558522,101,No
80.98005792800002,289.2144926,0.72,5.0,368,Yes
424.5589154399999,1286.542168,0.67,3.262410843,475,Yes
347.2153629,1157.384543,0.7,3.004747027,282,No
474.2095313,474.2095313,0.0,2.841221645,422,No
375.38036488,469.2254561,0.2,4.299839795,202,No
19.733457401999996,98.66728701,0.8,3.016790531,278,Yes
42.5356789436,68.60593378,0.38,3.097459254,253,No
268.61507685000004,497.4353275,0.46,2.589538235,185,No
419.24064799999996,1310.127025,0.68,2.709389281,8752,Yes
103.84886909999997,519.2443455,0.8,3.874347212,321,No
321.8290245,1072.763415,0.7,3.012572334,368,Yes
205.79792849900002,388.2979783,0.47,4.516445299,92,No
190.06819279999996,950.340964,0.8,3.733064828,8181,Yes
329.56666464,1373.194436,0.76,3.416527349,2522,Yes
276.765763648,432.4465057,0.36,2.921874543,128,Yes
119.01844693999996,595.0922347,0.8,3.231493439,392,No
261.428087533,428.5706353,0.39,4.375478434,198,Yes
148.190598914,644.3069518,0.77,3.157534344,113,No
285.51683565900004,483.9268401,0.41,2.700254925,452,Yes
351.925023947,482.0890739,0.27,2.746054541,485,No
478.30171114000007,869.6394748,0.45,2.348261884,4409,Yes
51.77326200899999,246.5393429,0.79,2.505214703,185,No
225.28909439999998,1126.445472,0.8,4.588958803,112,Yes
203.00367039999998,1015.018352,0.8,3.405788226,355,No
454.84200756,1263.450021,0.64,5.0,229,Yes
174.32523190199998,512.7212703,0.66,2.750191224,260,Yes
595.573392,1385.0544,0.57,2.728374332,265,Yes
105.67341697999998,528.3670849,0.8,2.388295131,275,No
371.8322948999999,1126.76453,0.67,3.393968549,449,Yes
216.23743439999993,1081.187172,0.8,4.872896519,101,Yes
312.8155693,625.6311386,0.5,3.822223608,8361,Yes
406.58459844300006,991.6697523,0.59,3.662293914,390,Yes
354.30756893700004,723.0766713,0.51,3.730521592,402,No
310.70541145600004,485.4772054,0.36,3.574839624,126,No
204.86597512999998,890.721631,0.77,4.828092435,419,Yes
250.969951656,660.4472412,0.62,2.717551827,292,Yes
453.90311148000006,1080.721694,0.58,5.0,1262,Yes
353.325561833,954.9339509,0.63,4.986393169,143,Yes
276.89605658,1258.618439,0.78,3.411604399,1774,Yes
208.7188424,208.7188424,0.0,2.758532097,158,No
429.27041618000004,1384.743278,0.69,4.475697549,369,Yes
316.1725631,316.1725631,0.0,4.69880212,216,Yes
171.94067727899997,818.7651299,0.79,4.379213887,164,Yes
442.59144472400004,763.0886978,0.42,4.267023404,126,No
150.41845176,501.3948392,0.7,2.868837916,72,No
770.6102707,770.6102707,0.0,4.669478863,396,No
438.74138277,1185.787521,0.63,4.64293423,472,Yes
529.8613152,1261.57456,0.58,2.581316879,190,Yes
358.59672337300003,731.8300477,0.51,3.366235231,67,Yes
135.59823088,677.9911544,0.8,4.709077726,6408,Yes
352.93692497,928.7813815,0.62,4.169778876,236,Yes
469.97743691100004,921.5243861,0.49,2.83517208,495,No
190.73333099999996,953.666655,0.8,5.0,238,Yes
279.69910388,799.1402968,0.65,2.809711697,421,Yes
909.7991484,909.7991484,0.0,2.63846022,410,No
466.273439824,752.0539352,0.38,4.275255687,469,No
277.263852048,385.0886834,0.28,2.959213226,125,No
136.29849805999996,681.4924903,0.8,2.446660603,271,Yes
208.40324299999997,1042.016215,0.8,2.608035037,6161,Yes
384.99699797999995,855.5488844,0.55,4.239256569,89,Yes
406.54051904399995,615.9704834,0.34,3.508865862,178,No
173.04735091199998,508.9627968,0.66,4.015150803,9054,Yes
182.91241777999997,914.5620889,0.8,3.757787004,102,No
571.376652924,742.0476012,0.23,2.968035597,394,Yes
114.90249469999999,574.5124735,0.8,3.67172128,96,No
364.2894136,1301.03362,0.72,3.769014412,4772,Yes
254.42374406799996,553.0950958,0.54,3.199053712,222,Yes
516.39538272,922.134612,0.44,4.062575953,197,No
419.5610114400001,524.4512643,0.2,2.982746181,292,No
55.923069575999996,233.0127899,0.76,3.034563669,4117,Yes
272.09646645,1183.028115,0.77,2.817937573,444,Yes
506.561994024,830.4294984,0.39,3.314738018,6817,No
229.14206397000004,402.003621,0.43,2.970087096,124,No
87.52198571999998,437.6099286,0.8,4.427563758,325,Yes
479.722450428,615.0287826,0.22,4.717728753,473,Yes
207.95327448300003,770.1973129,0.73,3.135014416,4196,No
273.19056359999996,1138.294015,0.76,2.629572428,470,Yes
212.27704697599995,663.3657718,0.68,2.56486733,363,Yes
416.64020003200005,744.0003572,0.44,3.190048057,2473,No
204.96794796,341.6132466,0.4,3.09785322,107,No
694.3100397,694.3100397,0.0,3.052564925,113,Yes
122.659565193,454.2946859,0.73,3.278254018,4123,Yes
190.41132913999996,952.0566457,0.8,3.078106871,293,Yes
496.41480504,1378.930014,0.64,2.708432926,168,Yes
282.149805117,494.9996581,0.43,3.404278546,344,No
101.21621799999998,506.08109,0.8,2.465618176,298,No
210.86144119999994,1054.307206,0.8,3.755740374,355,No
315.38424502000004,1213.016327,0.74,2.842759511,194,No
381.866224488,681.9039723,0.44,4.960660341,431,Yes
466.411504165,656.9176115,0.29,4.402710372,217,Yes
327.68932987999995,744.748477,0.56,2.944365065,486,Yes
278.59787004000003,497.4961965,0.44,2.67900758,418,No
154.38013688,192.9751711,0.2,3.703870798,183,Yes
267.57234414,1163.358018,0.77,3.616374463,519,No
550.3897814100001,1342.414101,0.59,4.786094629,483,Yes
179.65993175999995,898.2996588,0.8,2.843019632,466,No
240.55716579999998,687.306188,0.65,4.185649784,335,Yes
46.216350606,77.02725101,0.4,3.650164241,248,No
360.75813107100004,925.0208489,0.61,2.592389838,403,No
352.52999101200004,819.8371884,0.57,3.825225658,228,No
214.45522223399996,649.8643098,0.67,3.840868599,8300,No
75.21518428200001,278.5747566,0.73,2.626141254,236,No
390.498854,488.1235675,0.2,2.589715954,432,No
362.12332828,1293.297601,0.72,4.274202574,417,Yes
36.1322418572,68.17404124,0.47,3.120827021,226,No
315.35931304,394.1991413,0.2,3.460470236,438,Yes
444.35540412,1234.320567,0.64,3.933783505,400,Yes
248.86731600000005,578.7612,0.57,4.647777327,322,Yes
116.567574225,466.2702969,0.75,3.75375582,262,No
308.152132335,684.7825163,0.55,4.960378996,381,Yes
275.30440939999994,1376.522047,0.8,2.939385118,241,Yes
557.8720942,557.8720942,0.0,3.641332225,312,No
152.69931832,190.8741479,0.2,3.953887737,320,No
159.32024985999996,796.6012493,0.8,4.13751519,49,Yes
91.44641910300001,234.4779977,0.61,4.738173934,6758,Yes
196.89737855999994,984.4868928,0.8,2.92095917,3211,No
215.85505019999997,1079.275251,0.8,5.0,2574,Yes
244.50985061,1063.086307,0.77,3.159812507,512,Yes
188.71311324099997,820.4917967,0.77,2.443123346,428,Yes
365.64404879600005,850.3349972,0.57,4.30626415,3234,Yes
988.2915118,988.2915118,0.0,3.294608406,511,Yes
430.20157279800003,754.7396014,0.43,3.266329579,451,No
355.645118484,583.0247844,0.39,3.058760995,374,Yes
349.08460406000006,1203.740014,0.71,3.807568284,83,Yes
1323.257099,1323.257099,0.0,3.762803858,361,Yes
539.7813016,1316.53976,0.59,3.552166292,275,No
436.05400056,545.0675007,0.2,4.639424054,232,No
759.3268063,759.3268063,0.0,3.163131489,475,No
271.283040458,935.4587602,0.71,4.455873998,390,No
333.27144289999995,1514.870195,0.78,3.8442949,294,No
326.513584,326.513584,0.0,4.357765995,248,Yes
620.7950682300001,1443.709461,0.57,2.329867447,467,No
740.6627233,740.6627233,0.0,4.125384725,445,Yes
223.41869009200002,859.3026542,0.74,3.176185673,262,Yes
977.8507694,977.8507694,0.0,4.400205873,80,Yes
186.57566231999996,932.8783116,0.8,2.406354753,86,Yes
463.02091717199994,701.5468442,0.34,5.0,449,Yes
147.17194789999996,735.8597395,0.8,2.93367077,189,No
362.92830935399996,955.0744983,0.62,4.846203144,422,Yes
165.94432905999997,829.7216453,0.8,3.746580609,134,No
467.5041497599999,1460.950468,0.68,3.628107369,274,Yes
197.01801023999994,985.0900512,0.8,5.0,114,Yes
133.598115014,513.8389039,0.74,5.0,513,Yes
195.16706403199998,609.8970751,0.68,3.110220238,1656,Yes
167.81334891999995,839.0667446,0.8,2.42976067,332,Yes
238.977670076,322.9427974,0.26,3.018352269,1731,Yes
234.22776679999996,1171.138834,0.8,3.658267673,8512,Yes
263.02273217399994,773.5962711,0.66,3.354953786,8704,Yes
153.85943527999996,769.2971764,0.8,3.385209529,4707,Yes
207.90002395,415.8000479,0.5,4.547087183,396,No
143.04572604700002,493.2611243,0.71,3.311301535,2522,Yes
317.129491136,857.1067328,0.63,3.96166278,170,No
392.01272172,1088.924227,0.64,3.297255855,97,Yes
380.90030723999996,846.4451272,0.55,2.814237999,344,Yes
483.51447656100004,948.0676011,0.49,4.906477013,72,No
371.99372816199997,759.1708738,0.51,3.699640582,118,No
325.23582699,1414.068813,0.77,4.326571913,534,Yes
461.581662321,668.9589309,0.31,4.516671623,456,Yes
534.572347786,921.6764617,0.42,4.316734457,455,Yes
517.52747596,1176.198809,0.56,4.442401407,152,Yes
165.58216676100002,613.2672843,0.73,2.952890075,469,No
380.800628,476.000785,0.2,4.52852063,2030,No
440.606242375,677.8557575,0.35,3.977845612,507,No
266.277529683,522.1128033,0.49,2.699145339,3303,Yes
275.06331359600006,887.3010116,0.69,2.627445834,146,Yes
1000.716498,1000.716498,0.0,3.074681122,8590,Yes
1243.336404,1243.336404,0.0,4.567267149,170,Yes
153.69253801999997,768.4626901,0.8,4.758395219,113,Yes
501.67949832000005,1355.890536,0.63,4.146548575,7583,Yes
223.32881099999994,1116.644055,0.8,3.174787925,3447,No
125.08516505099998,595.6436431,0.79,2.509896389,288,No
285.9899534,285.9899534,0.0,4.516500429,74,No
237.53865764999998,1131.136465,0.79,3.030868314,7019,No
610.9272540799999,1388.471032,0.56,4.332498406,5494,Yes
337.02234956,1296.239806,0.74,3.161545819,188,Yes
509.9924909,509.9924909,0.0,4.188131213,356,Yes
219.00525292799998,995.4784224,0.78,3.168199343,388,No
166.20755235999997,831.0377618,0.8,3.883630576,8066,No
522.29358841,949.6247062,0.45,3.334321392,253,No
18.016886021999994,90.08443011,0.8,3.129307263,275,No
919.1699506,919.1699506,0.0,4.970321844,401,Yes
412.61115920000003,1031.527898,0.6,3.41068787,379,No
293.8557077,293.8557077,0.0,4.258845255,3388,No
392.870559778,854.0664343,0.54,3.463807691,478,No
269.20053423999997,1223.638792,0.78,2.852080441,185,No
369.84572757,684.8994955,0.46,4.936039551,273,No
105.44540665999997,527.2270333,0.8,5.0,121,Yes
1329.932246,1329.932246,0.0,3.006410639,321,Yes
250.71666019199998,783.4895631,0.68,4.278214182,310,Yes
369.9629621000001,1193.42891,0.69,2.946333008,263,Yes
64.01165051999999,320.0582526,0.8,2.629446583,207,No
354.57237658900004,824.5869223,0.57,3.840427276,345,Yes
212.752490225,386.8227095,0.45,4.648877579,312,Yes
287.11557258000005,957.0519086,0.7,4.364282105,70,Yes
403.019711939,510.1515341,0.21,3.813150237,268,No
149.57037645999998,747.8518823,0.8,4.398483858,166,Yes
107.10017292,274.615828,0.61,3.797073114,117,Yes
248.39000899999996,1241.950045,0.8,2.741177363,239,No
382.282714086,490.1060437,0.22,3.247677232,352,Yes
232.056440184,966.9018341,0.76,4.794451139,84,Yes
241.12481518399997,548.0109436,0.56,3.175796667,223,No
197.43284976,246.7910622,0.2,2.310451498,356,Yes
232.83230764799998,970.1346152,0.76,3.278458324,280,No
401.20500624000005,1055.802648,0.62,2.840995738,344,No
100.76359490600001,387.5522881,0.74,2.698719853,183,No
486.18666337,1130.666659,0.57,2.68921542,63,No
281.65953507999996,1280.270614,0.78,3.260300308,491,No
321.85587186000004,1109.847834,0.71,4.393782593,301,Yes
323.6730546,539.455091,0.4,3.20268839,366,No
215.972034234,348.3419907,0.38,4.864714135,107,Yes
364.22504640000005,455.281308,0.2,3.989682094,120,No
189.08071533999995,945.4035767,0.8,3.669019754,242,Yes
254.01505569999998,362.878651,0.3,3.72259143,498,Yes
239.89737090800003,922.6821958,0.74,3.272838586,3258,No
142.89525426100002,460.9524331,0.69,4.322990168,400,Yes
210.12225239999992,1050.611262,0.8,3.730520969,161,No
504.53296241000004,1230.568201,0.59,3.988364168,105,Yes
449.772962352,937.0270049,0.52,2.83006444,203,Yes
185.54025825299996,883.5250393,0.79,4.891694567,376,Yes
190.45023905600002,340.0897126,0.44,3.977709919,7696,No
417.69339016000004,522.1167377,0.2,3.450232989,7444,No
111.06963131999998,555.3481566,0.8,3.20524656,318,Yes
191.89925891999997,959.4962946,0.8,4.763812508,139,Yes
281.43637704,1042.356952,0.73,4.917883927,442,No
365.85590744,457.3198843,0.2,4.498611124,291,Yes
146.71790493999995,733.5895247,0.8,3.861585126,226,No
245.67054732000003,818.9018244,0.7,3.226868003,220,Yes
199.97485883999997,999.8742942,0.8,3.29766995,295,Yes
248.85426876800003,888.7652456,0.72,3.736978965,210,Yes
454.2592488,1081.56964,0.58,4.6988649,292,Yes
118.72001589999998,593.6000795,0.8,4.522864399,4414,Yes
475.7737377,475.7737377,0.0,4.40151181,9796,No
59.564566230000004,156.7488585,0.62,3.619816067,285,Yes
319.983216,319.983216,0.0,4.760381199,289,Yes
219.95506799999993,1099.77534,0.8,3.448510689,247,No
334.78112991999996,1046.191031,0.68,4.75022845,178,No
133.72830087999998,668.6415044,0.8,2.995109223,382,No
576.5123926800001,1372.648554,0.58,5.0,9621,Yes
552.15221644,1254.891401,0.56,3.504032192,228,No
468.0479673599999,1462.649898,0.68,3.822790863,8242,Yes
381.94442362,1032.282226,0.63,3.156063866,314,Yes
157.71487017599998,492.8589693,0.68,3.966739473,278,Yes
531.3943854,1180.876412,0.55,4.302413082,512,Yes
280.513743081,719.2660079,0.61,4.026519369,302,Yes
268.865259584,707.5401568,0.62,3.494926664,383,No
384.8379558000001,1282.793186,0.7,4.456834713,216,Yes
366.67176861,1264.385409,0.71,2.973917556,113,Yes
111.02157363999997,555.1078682,0.8,2.71972763,302,No
175.82207209999996,879.1103605,0.8,2.93463666,6870,Yes
111.19422609999997,555.9711305,0.8,3.989589823,214,No
205.24224579600002,488.6720138,0.58,3.444527193,9776,Yes
269.81618202,1284.838962,0.79,2.364670827,371,No
264.78269246,1018.394971,0.74,4.913058256,63,Yes
244.769003584,644.1289568,0.62,3.472503705,458,Yes
290.07982805999995,483.4663801,0.4,2.94390397,1846,Yes
214.111020024,892.1292501,0.76,4.140064962,453,Yes
396.05554262999993,1200.168311,0.67,2.331665745,7233,No
520.758445,520.758445,0.0,4.504909506,240,Yes
